EIC,BNA-ID,Name BNA,Plant & Block name,Year,Generation elec. [MWh_el]
11WD7NORF5GAGUDC,BNA0220,SWD KWL AGuD,Lausward AGuD,2018,78173.000
11WD7NORF5GAGUDC,BNA0220,SWD KWL AGuD,Lausward AGuD,2019,272048.000
11WD7NORF5GAGUDC,BNA0220,SWD KWL AGuD,Lausward AGuD,2020,220274.000
11WD7NORF5GAGUDC,BNA0220,SWD KWL AGuD,Lausward AGuD,2021,106274.000
11WD7NORF5GAGUDC,BNA0220,SWD KWL AGuD,Lausward AGuD,2022,47175.000
11WD7NORF5GGUDFA,BNA1817,SWD KWL GuD F,Lausward F,2016,2548381.000
11WD7NORF5GGUDFA,BNA1817,SWD KWL GuD F,Lausward F,2017,2679905.000
11WD7NORF5GGUDFA,BNA1817,SWD KWL GuD F,Lausward F,2018,2987568.000
11WD7NORF5GGUDFA,BNA1817,SWD KWL GuD F,Lausward F,2019,2905959.000
11WD7NORF5GGUDFA,BNA1817,SWD KWL GuD F,Lausward F,2020,3635891.000
11WD7NORF5GGUDFA,BNA1817,SWD KWL GuD F,Lausward F,2021,2820400.000
11WD7NORF5GGUDFA,BNA1817,SWD KWL GuD F,Lausward F,2022,2335000.000
11WD7NORF5G-HTER,BNA0221,SWD KWL GTE,Lausward E,2016,2198.000
11WD7NORF5G-HTER,BNA0221,SWD KWL GTE,Lausward E,2017,0.000
11WD7NORF5G-HTER,BNA0221,SWD KWL GTE,Lausward E,2018,0.000
11WD7NORF5G-HTER,BNA0221,SWD KWL GTE,Lausward E,2019,0.000
11WD7NORF5G-HTER,BNA0221,SWD KWL GTE,Lausward E,2020,0.000
11WD7NORF5G-HTER,BNA0221,SWD KWL GTE,Lausward E,2021,0.000
11WD7NORF5G-HTER,BNA0221,SWD KWL GTE,Lausward E,2022,0.000
11WD8LEIP5X----6,BNA0588,Heizkraftwerk Leipzig Nord GT,HKW Leipzig-Nord ,2016,574864.000
11WD8LEIP5X----6,BNA0588,Heizkraftwerk Leipzig Nord GT,HKW Leipzig-Nord ,2017,441037.000
11WD8LEIP5X----6,BNA0588,Heizkraftwerk Leipzig Nord GT,HKW Leipzig-Nord ,2018,337448.000
11WD8LEIP5X----6,BNA0588,Heizkraftwerk Leipzig Nord GT,HKW Leipzig-Nord ,2019,421543.000
11WD8LEIP5X----6,BNA0588,Heizkraftwerk Leipzig Nord GT,HKW Leipzig-Nord ,2020,516162.000
11WD8LEIP5X----6,BNA0588,Heizkraftwerk Leipzig Nord GT,HKW Leipzig-Nord ,2021,232103.078
11WD8LEIP5X----6,BNA0588,Heizkraftwerk Leipzig Nord GT,HKW Leipzig-Nord ,2022,0.000
11WD2S1G2000097U,BNA0683c,SWM HKW Sued GuD1 GT2,Sued GT2,2016,
11WD2S1G2000097U,BNA0683c,SWM HKW Sued GuD1 GT2,Sued GT2,2017,
11WD2S1G2000097U,BNA0683c,SWM HKW Sued GuD1 GT2,Sued GT2,2018,
11WD2S1G2000097U,BNA0683c,SWM HKW Sued GuD1 GT2,Sued GT2,2019,
11WD2S1G2000097U,BNA0683c,SWM HKW Sued GuD1 GT2,Sued GT2,2020,
11WD2S1G2000097U,BNA0683c,SWM HKW Sued GuD1 GT2,Sued GT2,2021,
11WD2S1G2000097U,BNA0683c,SWM HKW Sued GuD1 GT2,Sued GT2,2022,
11WD2S1G3000098K,BNA0683b,SWM HKW Sued GuD1 GT3,Sued GT3,2016,
11WD2S1G3000098K,BNA0683b,SWM HKW Sued GuD1 GT3,Sued GT3,2017,
11WD2S1G3000098K,BNA0683b,SWM HKW Sued GuD1 GT3,Sued GT3,2018,
11WD2S1G3000098K,BNA0683b,SWM HKW Sued GuD1 GT3,Sued GT3,2019,
11WD2S1G3000098K,BNA0683b,SWM HKW Sued GuD1 GT3,Sued GT3,2020,
11WD2S1G3000098K,BNA0683b,SWM HKW Sued GuD1 GT3,Sued GT3,2021,
11WD2S1G3000098K,BNA0683b,SWM HKW Sued GuD1 GT3,Sued GT3,2022,
11WD2S260000100F,BNA0684c,SWM HKW Sued GuD2 DT60,Sued DT60,2016,352503.000
11WD2S260000100F,BNA0684c,SWM HKW Sued GuD2 DT60,Sued DT60,2017,507546.000
11WD2S260000100F,BNA0684c,SWM HKW Sued GuD2 DT60,Sued DT60,2018,441250.000
11WD2S260000100F,BNA0684c,SWM HKW Sued GuD2 DT60,Sued DT60,2019,452200.000
11WD2S260000100F,BNA0684c,SWM HKW Sued GuD2 DT60,Sued DT60,2020,394484.000
11WD2S260000100F,BNA0684c,SWM HKW Sued GuD2 DT60,Sued DT60,2021,194713.000
11WD2S260000100F,BNA0684c,SWM HKW Sued GuD2 DT60,Sued DT60,2022,219296.000
11WD2S2610001015,BNA0684a,SWM HKW Sued GuD2 GT61,Sued GT61,2016,490243.000
11WD2S2610001015,BNA0684a,SWM HKW Sued GuD2 GT61,Sued GT61,2017,585376.000
11WD2S2610001015,BNA0684a,SWM HKW Sued GuD2 GT61,Sued GT61,2018,651819.000
11WD2S2610001015,BNA0684a,SWM HKW Sued GuD2 GT61,Sued GT61,2019,556561.000
11WD2S2610001015,BNA0684a,SWM HKW Sued GuD2 GT61,Sued GT61,2020,529383.000
11WD2S2610001015,BNA0684a,SWM HKW Sued GuD2 GT61,Sued GT61,2021,228047.000
11WD2S2610001015,BNA0684a,SWM HKW Sued GuD2 GT61,Sued GT61,2022,454791.000
11WD2S262000102W,BNA0684b,SWM HKW Sued GuD2 GT62,Sued GT62,2016,482246.000
11WD2S262000102W,BNA0684b,SWM HKW Sued GuD2 GT62,Sued GT62,2017,617916.000
11WD2S262000102W,BNA0684b,SWM HKW Sued GuD2 GT62,Sued GT62,2018,434623.000
11WD2S262000102W,BNA0684b,SWM HKW Sued GuD2 GT62,Sued GT62,2019,529758.000
11WD2S262000102W,BNA0684b,SWM HKW Sued GuD2 GT62,Sued GT62,2020,474314.000
11WD2S262000102W,BNA0684b,SWM HKW Sued GuD2 GT62,Sued GT62,2021,238008.000
11WD2S262000102W,BNA0684b,SWM HKW Sued GuD2 GT62,Sued GT62,2022,354104.000
11WD7FUEH5GMERKA,BNA0546,GuD Merkenich RheinEnergie,HKW Merkenich GuD,2016,183529.339
11WD7FUEH5GMERKA,BNA0546,GuD Merkenich RheinEnergie,HKW Merkenich GuD,2017,205947.000
11WD7FUEH5GMERKA,BNA0546,GuD Merkenich RheinEnergie,HKW Merkenich GuD,2018,117470.000
11WD7FUEH5GMERKA,BNA0546,GuD Merkenich RheinEnergie,HKW Merkenich GuD,2019,597.000
11WD7FUEH5GMERKA,BNA0546,GuD Merkenich RheinEnergie,HKW Merkenich GuD,2020,22135.000
11WD7FUEH5GMERKA,BNA0546,GuD Merkenich RheinEnergie,HKW Merkenich GuD,2021,42957.000
11WD7FUEH5GMERKA,BNA0546,GuD Merkenich RheinEnergie,HKW Merkenich GuD,2022,0.000
11WD7BOLA5GDTN2T,BNA0545,DT Niehl 2 RheinEnergie,Niehl 2DT,2016,517613.231
11WD7BOLA5GDTN2T,BNA0545,DT Niehl 2 RheinEnergie,Niehl 2DT,2017,493618.500
11WD7BOLA5GDTN2T,BNA0545,DT Niehl 2 RheinEnergie,Niehl 2DT,2018,325201.500
11WD7BOLA5GDTN2T,BNA0545,DT Niehl 2 RheinEnergie,Niehl 2DT,2019,645406.000
11WD7BOLA5GDTN2T,BNA0545,DT Niehl 2 RheinEnergie,Niehl 2DT,2020,409243.500
11WD7BOLA5GDTN2T,BNA0545,DT Niehl 2 RheinEnergie,Niehl 2DT,2021,391542.000
11WD7BOLA5GDTN2T,BNA0545,DT Niehl 2 RheinEnergie,Niehl 2DT,2022,240894.585
11WD7BOLA5GGTN2E,BNA0545,GT Niehl 2 RheinEnergie,Niehl 2GT,2016,517613.231
11WD7BOLA5GGTN2E,BNA0545,GT Niehl 2 RheinEnergie,Niehl 2GT,2017,493618.500
11WD7BOLA5GGTN2E,BNA0545,GT Niehl 2 RheinEnergie,Niehl 2GT,2018,325201.500
11WD7BOLA5GGTN2E,BNA0545,GT Niehl 2 RheinEnergie,Niehl 2GT,2019,645406.000
11WD7BOLA5GGTN2E,BNA0545,GT Niehl 2 RheinEnergie,Niehl 2GT,2020,409243.500
11WD7BOLA5GGTN2E,BNA0545,GT Niehl 2 RheinEnergie,Niehl 2GT,2021,391542.000
11WD7BOLA5GGTN2E,BNA0545,GT Niehl 2 RheinEnergie,Niehl 2GT,2022,240894.585
11WD7OPLA1G--318,BNA1818,GuD Niehl 3 RheinEnergie,Niehl 3,2016,1478089.488
11WD7OPLA1G--318,BNA1818,GuD Niehl 3 RheinEnergie,Niehl 3,2017,2236500.000
11WD7OPLA1G--318,BNA1818,GuD Niehl 3 RheinEnergie,Niehl 3,2018,2041194.000
11WD7OPLA1G--318,BNA1818,GuD Niehl 3 RheinEnergie,Niehl 3,2019,2380694.000
11WD7OPLA1G--318,BNA1818,GuD Niehl 3 RheinEnergie,Niehl 3,2020,1822298.000
11WD7OPLA1G--318,BNA1818,GuD Niehl 3 RheinEnergie,Niehl 3,2021,2080273.000
11WD7OPLA1G--318,BNA1818,GuD Niehl 3 RheinEnergie,Niehl 3,2022,1666465.445
11WD7UCHT5XROEMT,BNA0861,HKW-Römerbrücke,HKW Roemerbrueke GuD,2016,0.000
11WD7UCHT5XROEMT,BNA0861,HKW-Römerbrücke,HKW Roemerbrueke GuD,2017,0.000
11WD7UCHT5XROEMT,BNA0861,HKW-Römerbrücke,HKW Roemerbrueke GuD,2018,0.000
11WD7UCHT5XROEMT,BNA0861,HKW-Römerbrücke,HKW Roemerbrueke GuD,2019,0.000
11WD7UCHT5XROEMT,BNA0861,HKW-Römerbrücke,HKW Roemerbrueke GuD,2020,0.000
11WD7UCHT5XROEMT,BNA0861,HKW-Römerbrücke,HKW Roemerbrueke GuD,2021,0.000
11WD7UCHT5XROEMT,BNA0861,HKW-Römerbrücke,HKW Roemerbrueke GuD,2022,0.000
11WD2WBW1000039N,BNA1076a,HKW West Block 1,HKW West 1,2016,832958.000
11WD2WBW1000039N,BNA1076a,HKW West Block 1,HKW West 1,2017,777405.000
11WD2WBW1000039N,BNA1076a,HKW West Block 1,HKW West 1,2018,810736.000
11WD2WBW1000039N,BNA1076a,HKW West Block 1,HKW West 1,2019,739593.000
11WD2WBW1000039N,BNA1076a,HKW West Block 1,HKW West 1,2020,693514.000
11WD2WBW1000039N,BNA1076a,HKW West Block 1,HKW West 1,2021,675754.000
11WD2WBW1000039N,BNA1076a,HKW West Block 1,HKW West 1,2022,560444.000
11WD2WBW2000040U,BNA1076b,HKW West Block 2,HKW West 2,2016,855251.000
11WD2WBW2000040U,BNA1076b,HKW West Block 2,HKW West 2,2017,848050.000
11WD2WBW2000040U,BNA1076b,HKW West Block 2,HKW West 2,2018,777612.000
11WD2WBW2000040U,BNA1076b,HKW West Block 2,HKW West 2,2019,789526.000
11WD2WBW2000040U,BNA1076b,HKW West Block 2,HKW West 2,2020,711180.000
11WD2WBW2000040U,BNA1076b,HKW West Block 2,HKW West 2,2021,684034.000
11WD2WBW2000040U,BNA1076b,HKW West Block 2,HKW West 2,2022,525739.000
11WD2HEY40000638,BNA0793,Heyden 4,Heyden ,2016,3369017.000
11WD2HEY40000638,BNA0793,Heyden 4,Heyden ,2017,2221875.000
11WD2HEY40000638,BNA0793,Heyden 4,Heyden ,2018,1914212.000
11WD2HEY40000638,BNA0793,Heyden 4,Heyden ,2019,667080.000
11WD2HEY40000638,BNA0793,Heyden 4,Heyden ,2020,948088.000
11WD2HEY40000638,BNA0793,Heyden 4,Heyden ,2021,110031.000
11WD2HEY40000638,BNA0793,Heyden 4,Heyden ,2022,692524.000
11WD7HUCK2G--A-C,BNA0485,Huckingen A,Huckingen A,2016,828692.000
11WD7HUCK2G--A-C,BNA0485,Huckingen A,Huckingen A,2017,1102018.000
11WD7HUCK2G--A-C,BNA0485,Huckingen A,Huckingen A,2018,1184183.000
11WD7HUCK2G--A-C,BNA0485,Huckingen A,Huckingen A,2019,0.000
11WD7HUCK2G--A-C,BNA0485,Huckingen A,Huckingen A,2020,411830.000
11WD7HUCK2G--A-C,BNA0485,Huckingen A,Huckingen A,2021,1263889.000
11WD7HUCK2G--A-C,BNA0485,Huckingen A,Huckingen A,2022,883603.000
11WD7HUCK2G--B-9,BNA0486,Huckingen B,Huckingen B,2016,960688.000
11WD7HUCK2G--B-9,BNA0486,Huckingen B,Huckingen B,2017,1219451.000
11WD7HUCK2G--B-9,BNA0486,Huckingen B,Huckingen B,2018,788116.000
11WD7HUCK2G--B-9,BNA0486,Huckingen B,Huckingen B,2019,0.000
11WD7HUCK2G--B-9,BNA0486,Huckingen B,Huckingen B,2020,151226.000
11WD7HUCK2G--B-9,BNA0486,Huckingen B,Huckingen B,2021,689435.000
11WD7HUCK2G--B-9,BNA0486,Huckingen B,Huckingen B,2022,637549.000
11WD2HUNT0000644,BNA0239,Huntorf GT,Huntorf (CAES) ,2016,8014.000
11WD2HUNT0000644,BNA0239,Huntorf GT,Huntorf (CAES) ,2017,11829.000
11WD2HUNT0000644,BNA0239,Huntorf GT,Huntorf (CAES) ,2018,25579.000
11WD2HUNT0000644,BNA0239,Huntorf GT,Huntorf (CAES) ,2019,18784.000
11WD2HUNT0000644,BNA0239,Huntorf GT,Huntorf (CAES) ,2020,1221.000
11WD2HUNT0000644,BNA0239,Huntorf GT,Huntorf (CAES) ,2021,1746.000
11WD2HUNT0000644,BNA0239,Huntorf GT,Huntorf (CAES) ,2022,1297.000
11WD7IBBE2S--B-P,BNA0493,Ibbenbüren B,Ibbenbueren B,2016,3642853.000
11WD7IBBE2S--B-P,BNA0493,Ibbenbüren B,Ibbenbueren B,2017,2644034.000
11WD7IBBE2S--B-P,BNA0493,Ibbenbüren B,Ibbenbueren B,2018,3198873.000
11WD7IBBE2S--B-P,BNA0493,Ibbenbüren B,Ibbenbueren B,2019,776861.000
11WD7IBBE2S--B-P,BNA0493,Ibbenbüren B,Ibbenbueren B,2020,908058.000
11WD7IBBE2S--B-P,BNA0493,Ibbenbüren B,Ibbenbueren B,2021,56401.000
11WD7IBBE2S--B-P,BNA0493,Ibbenbüren B,Ibbenbueren B,2022,0.000
11WD8SCHW5X---19,BNA0894c,1MKA,IKS PCK Schwedt 1,2016,795907.000
11WD8SCHW5X---19,BNA0894c,1MKA,IKS PCK Schwedt 1,2017,771433.000
11WD8SCHW5X---19,BNA0894c,1MKA,IKS PCK Schwedt 1,2018,648906.000
11WD8SCHW5X---19,BNA0894c,1MKA,IKS PCK Schwedt 1,2019,789508.000
11WD8SCHW5X---19,BNA0894c,1MKA,IKS PCK Schwedt 1,2020,683522.000
11WD8SCHW5X---19,BNA0894c,1MKA,IKS PCK Schwedt 1,2021,640075.000
11WD8SCHW5X---19,BNA0894c,1MKA,IKS PCK Schwedt 1,2022,593824.000
11WD8SCHW5X---27,BNA0894d,2MKA,IKS PCK Schwedt 2,2016,732188.000
11WD8SCHW5X---27,BNA0894d,2MKA,IKS PCK Schwedt 2,2017,804551.000
11WD8SCHW5X---27,BNA0894d,2MKA,IKS PCK Schwedt 2,2018,812070.000
11WD8SCHW5X---27,BNA0894d,2MKA,IKS PCK Schwedt 2,2019,562723.000
11WD8SCHW5X---27,BNA0894d,2MKA,IKS PCK Schwedt 2,2020,708159.000
11WD8SCHW5X---27,BNA0894d,2MKA,IKS PCK Schwedt 2,2021,632138.000
11WD8SCHW5X---27,BNA0894d,2MKA,IKS PCK Schwedt 2,2022,762632.000
11W0-0000-0163-M,BNA1945,Küstenkraftwerk K.I.E.L,Kuestenkraftwerk ,2016,0.000
11W0-0000-0163-M,BNA1945,Küstenkraftwerk K.I.E.L,Kuestenkraftwerk ,2017,0.000
11W0-0000-0163-M,BNA1945,Küstenkraftwerk K.I.E.L,Kuestenkraftwerk ,2018,0.000
11W0-0000-0163-M,BNA1945,Küstenkraftwerk K.I.E.L,Kuestenkraftwerk ,2019,0.000
11W0-0000-0163-M,BNA1945,Küstenkraftwerk K.I.E.L,Kuestenkraftwerk ,2020,697877.168
11W0-0000-0163-M,BNA1945,Küstenkraftwerk K.I.E.L,Kuestenkraftwerk ,2021,826121.694
11W0-0000-0163-M,BNA1945,Küstenkraftwerk K.I.E.L,Kuestenkraftwerk ,2022,599733.537
11WD8KLIN5G--13E,BNA0081,HKW Klingenberg Dampfturbine,Klingenberg ,2016,572926.000
11WD8KLIN5G--13E,BNA0081,HKW Klingenberg Dampfturbine,Klingenberg ,2017,624804.000
11WD8KLIN5G--13E,BNA0081,HKW Klingenberg Dampfturbine,Klingenberg ,2018,608667.000
11WD8KLIN5G--13E,BNA0081,HKW Klingenberg Dampfturbine,Klingenberg ,2019,642187.000
11WD8KLIN5G--13E,BNA0081,HKW Klingenberg Dampfturbine,Klingenberg ,2020,549994.000
11WD8KLIN5G--13E,BNA0081,HKW Klingenberg Dampfturbine,Klingenberg ,2021,446429.000
11WD8KLIN5G--13E,BNA0081,HKW Klingenberg Dampfturbine,Klingenberg ,2022,374661.000
11WD7KWKN-KW-EEN,BNA0548a,Knapsack I,Knapsack 1,2016,921266.000
11WD7KWKN-KW-EEN,BNA0548a,Knapsack I,Knapsack 1,2017,895016.000
11WD7KWKN-KW-EEN,BNA0548a,Knapsack I,Knapsack 1,2018,437028.000
11WD7KWKN-KW-EEN,BNA0548a,Knapsack I,Knapsack 1,2019,2513194.000
11WD7KWKN-KW-EEN,BNA0548a,Knapsack I,Knapsack 1,2020,2708622.000
11WD7KWKN-KW-EEN,BNA0548a,Knapsack I,Knapsack 1,2021,1116959.000
11WD7KWKN-KW-EEN,BNA0548a,Knapsack I,Knapsack 1,2022,673046.000
11WD7KWKN-20-EEW,BNA0548b,Kraftwerk Knapsack II,Knapsack 2,2016,865663.000
11WD7KWKN-20-EEW,BNA0548b,Kraftwerk Knapsack II,Knapsack 2,2017,1134407.000
11WD7KWKN-20-EEW,BNA0548b,Kraftwerk Knapsack II,Knapsack 2,2018,890725.000
11WD7KWKN-20-EEW,BNA0548b,Kraftwerk Knapsack II,Knapsack 2,2019,1485686.000
11WD7KWKN-20-EEW,BNA0548b,Kraftwerk Knapsack II,Knapsack 2,2020,1743406.000
11WD7KWKN-20-EEW,BNA0548b,Kraftwerk Knapsack II,Knapsack 2,2021,1050355.000
11WD7KWKN-20-EEW,BNA0548b,Kraftwerk Knapsack II,Knapsack 2,2022,570651.000
11WD8ROST1C----K,BNA0849,Kraftwerk Rostock Block A,Rostock ,2016,3224760.000
11WD8ROST1C----K,BNA0849,Kraftwerk Rostock Block A,Rostock ,2017,2846041.000
11WD8ROST1C----K,BNA0849,Kraftwerk Rostock Block A,Rostock ,2018,2179318.000
11WD8ROST1C----K,BNA0849,Kraftwerk Rostock Block A,Rostock ,2019,2075087.000
11WD8ROST1C----K,BNA0849,Kraftwerk Rostock Block A,Rostock ,2020,1122191.000
11WD8ROST1C----K,BNA0849,Kraftwerk Rostock Block A,Rostock ,2021,2485147.000
11WD8ROST1C----K,BNA0849,Kraftwerk Rostock Block A,Rostock ,2022,2000279.000
11WD7LUDW2GGT11E,BNA0614b,GuD Mitte GT11,Mitte GT11,2016,670385.500
11WD7LUDW2GGT11E,BNA0614b,GuD Mitte GT11,Mitte GT11,2017,700761.500
11WD7LUDW2GGT11E,BNA0614b,GuD Mitte GT11,Mitte GT11,2018,725186.000
11WD7LUDW2GGT11E,BNA0614b,GuD Mitte GT11,Mitte GT11,2019,735121.000
11WD7LUDW2GGT11E,BNA0614b,GuD Mitte GT11,Mitte GT11,2020,740698.000
11WD7LUDW2GGT11E,BNA0614b,GuD Mitte GT11,Mitte GT11,2021,695571.500
11WD7LUDW2GGT11E,BNA0614b,GuD Mitte GT11,Mitte GT11,2022,543325.000
11WD7LUDW2GGT12C,BNA0614b,GuD Mitte GT12,Mitte GT12,2016,670385.500
11WD7LUDW2GGT12C,BNA0614b,GuD Mitte GT12,Mitte GT12,2017,700761.500
11WD7LUDW2GGT12C,BNA0614b,GuD Mitte GT12,Mitte GT12,2018,725186.000
11WD7LUDW2GGT12C,BNA0614b,GuD Mitte GT12,Mitte GT12,2019,735121.000
11WD7LUDW2GGT12C,BNA0614b,GuD Mitte GT12,Mitte GT12,2020,740698.000
11WD7LUDW2GGT12C,BNA0614b,GuD Mitte GT12,Mitte GT12,2021,695571.500
11WD7LUDW2GGT12C,BNA0614b,GuD Mitte GT12,Mitte GT12,2022,543325.000
11WD7LUDW5GSDG1Q,BNA0615,GuD Süd GT1,Sued GT1,2016,495242.000
11WD7LUDW5GSDG1Q,BNA0615,GuD Süd GT1,Sued GT1,2017,638596.000
11WD7LUDW5GSDG1Q,BNA0615,GuD Süd GT1,Sued GT1,2018,566027.000
11WD7LUDW5GSDG1Q,BNA0615,GuD Süd GT1,Sued GT1,2019,571113.000
11WD7LUDW5GSDG1Q,BNA0615,GuD Süd GT1,Sued GT1,2020,539878.500
11WD7LUDW5GSDG1Q,BNA0615,GuD Süd GT1,Sued GT1,2021,633178.000
11WD7LUDW5GSDG1Q,BNA0615,GuD Süd GT1,Sued GT1,2022,404939.000
11WD7LUDW5GSDG2O,BNA0615,GuD Süd GT2,Sued GT2,2016,495242.000
11WD7LUDW5GSDG2O,BNA0615,GuD Süd GT2,Sued GT2,2017,638596.000
11WD7LUDW5GSDG2O,BNA0615,GuD Süd GT2,Sued GT2,2018,566027.000
11WD7LUDW5GSDG2O,BNA0615,GuD Süd GT2,Sued GT2,2019,571113.000
11WD7LUDW5GSDG2O,BNA0615,GuD Süd GT2,Sued GT2,2020,539878.500
11WD7LUDW5GSDG2O,BNA0615,GuD Süd GT2,Sued GT2,2021,633178.000
11WD7LUDW5GSDG2O,BNA0615,GuD Süd GT2,Sued GT2,2022,404939.000
11WD7MITB1C---A1,BNA0093,Bexbach,Bexbach A,2016,1794053.355
11WD7MITB1C---A1,BNA0093,Bexbach,Bexbach A,2017,530052.567
11WD7MITB1C---A1,BNA0093,Bexbach,Bexbach A,2018,31504.000
11WD7MITB1C---A1,BNA0093,Bexbach,Bexbach A,2019,58183.000
11WD7MITB1C---A1,BNA0093,Bexbach,Bexbach A,2020,138061.000
11WD7MITB1C---A1,BNA0093,Bexbach,Bexbach A,2021,227437.000
11WD7MITB1C---A1,BNA0093,Bexbach,Bexbach A,2022,727205.000
11WD2BRE6000118Z,BNA0146,KW Hafen,Hafen 6,2016,1542451.000
11WD2BRE6000118Z,BNA0146,KW Hafen,Hafen 6,2017,1679459.000
11WD2BRE6000118Z,BNA0146,KW Hafen,Hafen 6,2018,1252723.000
11WD2BRE6000118Z,BNA0146,KW Hafen,Hafen 6,2019,1264283.000
11WD2BRE6000118Z,BNA0146,KW Hafen,Hafen 6,2020,113365.000
11WD2BRE6000118Z,BNA0146,KW Hafen,Hafen 6,2021,0.000
11WD2BRE6000118Z,BNA0146,KW Hafen,Hafen 6,2022,0.000
11WD7ENSD2S--1-J,BNA0252,Kraftwerk Ensdorf,Ensdorf 1,2016,0.000
11WD7ENSD2S--1-J,BNA0252,Kraftwerk Ensdorf,Ensdorf 1,2017,0.000
11WD7ENSD2S--1-J,BNA0252,Kraftwerk Ensdorf,Ensdorf 1,2018,0.000
11WD7ENSD2S--1-J,BNA0252,Kraftwerk Ensdorf,Ensdorf 1,2019,0.000
11WD7ENSD2S--1-J,BNA0252,Kraftwerk Ensdorf,Ensdorf 1,2020,0.000
11WD7ENSD2S--1-J,BNA0252,Kraftwerk Ensdorf,Ensdorf 1,2021,0.000
11WD7ENSD2S--1-J,BNA0252,Kraftwerk Ensdorf,Ensdorf 1,2022,0.000
11WD7ENSD5S--3-T,BNA0253,Kraftwerk Ensdorf,Ensdorf 3,2016,0.000
11WD7ENSD5S--3-T,BNA0253,Kraftwerk Ensdorf,Ensdorf 3,2017,0.000
11WD7ENSD5S--3-T,BNA0253,Kraftwerk Ensdorf,Ensdorf 3,2018,0.000
11WD7ENSD5S--3-T,BNA0253,Kraftwerk Ensdorf,Ensdorf 3,2019,0.000
11WD7ENSD5S--3-T,BNA0253,Kraftwerk Ensdorf,Ensdorf 3,2020,0.000
11WD7ENSD5S--3-T,BNA0253,Kraftwerk Ensdorf,Ensdorf 3,2021,0.000
11WD7ENSD5S--3-T,BNA0253,Kraftwerk Ensdorf,Ensdorf 3,2022,0.000
11WD2FARG0001262,BNA0147,Kraftwerk Farge,Farge ,2016,1112507.000
11WD2FARG0001262,BNA0147,Kraftwerk Farge,Farge ,2017,1460029.000
11WD2FARG0001262,BNA0147,Kraftwerk Farge,Farge ,2018,1374123.000
11WD2FARG0001262,BNA0147,Kraftwerk Farge,Farge ,2019,600075.000
11WD2FARG0001262,BNA0147,Kraftwerk Farge,Farge ,2020,391132.000
11WD2FARG0001262,BNA0147,Kraftwerk Farge,Farge ,2021,971534.000
11WD2FARG0001262,BNA0147,Kraftwerk Farge,Farge ,2022,1360623.000
11WD2BR15000116G,BNA0144,KW Hastedt Block 15,Hastedt 15,2016,706342.000
11WD2BR15000116G,BNA0144,KW Hastedt Block 15,Hastedt 15,2017,786206.000
11WD2BR15000116G,BNA0144,KW Hastedt Block 15,Hastedt 15,2018,694059.000
11WD2BR15000116G,BNA0144,KW Hastedt Block 15,Hastedt 15,2019,715912.000
11WD2BR15000116G,BNA0144,KW Hastedt Block 15,Hastedt 15,2020,575460.000
11WD2BR15000116G,BNA0144,KW Hastedt Block 15,Hastedt 15,2021,598004.000
11WD2BR15000116G,BNA0144,KW Hastedt Block 15,Hastedt 15,2022,681203.000
11WD7HERN2S--4-X,BNA0450,Herne 4,Herne 4,2016,1600813.421
11WD7HERN2S--4-X,BNA0450,Herne 4,Herne 4,2017,1329850.000
11WD7HERN2S--4-X,BNA0450,Herne 4,Herne 4,2018,1245800.000
11WD7HERN2S--4-X,BNA0450,Herne 4,Herne 4,2019,1005968.000
11WD7HERN2S--4-X,BNA0450,Herne 4,Herne 4,2020,730048.000
11WD7HERN2S--4-X,BNA0450,Herne 4,Herne 4,2021,1148183.000
11WD7HERN2S--4-X,BNA0450,Herne 4,Herne 4,2022,1549229.000
11WD2ING3000058X,BNA0378,Ingolstadt 3,Ingolstadt 3,2016,23080.000
11WD2ING3000058X,BNA0378,Ingolstadt 3,Ingolstadt 3,2017,7218.000
11WD2ING3000058X,BNA0378,Ingolstadt 3,Ingolstadt 3,2018,3749.000
11WD2ING3000058X,BNA0378,Ingolstadt 3,Ingolstadt 3,2019,10925.000
11WD2ING3000058X,BNA0378,Ingolstadt 3,Ingolstadt 3,2020,3803.000
11WD2ING3000058X,BNA0378,Ingolstadt 3,Ingolstadt 3,2021,2601.000
11WD2ING3000058X,BNA0378,Ingolstadt 3,Ingolstadt 3,2022,0.000
11WD2ING4000059N,BNA0379,Ingolstadt 4,Ingolstadt 4,2016,12175.000
11WD2ING4000059N,BNA0379,Ingolstadt 4,Ingolstadt 4,2017,17213.000
11WD2ING4000059N,BNA0379,Ingolstadt 4,Ingolstadt 4,2018,3618.000
11WD2ING4000059N,BNA0379,Ingolstadt 4,Ingolstadt 4,2019,4184.000
11WD2ING4000059N,BNA0379,Ingolstadt 4,Ingolstadt 4,2020,21.000
11WD2ING4000059N,BNA0379,Ingolstadt 4,Ingolstadt 4,2021,11012.000
11WD2ING4000059N,BNA0379,Ingolstadt 4,Ingolstadt 4,2022,0.000
11WD8JAEN1L---AD,BNA0785,Kraftwerk Jänschwalde Block A,Jaenschwalde A,2016,3500427.000
11WD8JAEN1L---AD,BNA0785,Kraftwerk Jänschwalde Block A,Jaenschwalde A,2017,3639685.000
11WD8JAEN1L---AD,BNA0785,Kraftwerk Jänschwalde Block A,Jaenschwalde A,2018,3015513.000
11WD8JAEN1L---AD,BNA0785,Kraftwerk Jänschwalde Block A,Jaenschwalde A,2019,3471186.000
